809#99#684#99#Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal#99#1629.51#99#false#99#0110000000000
809#99#684#99#PENSÃO ALIMENTICIA A RECEBER - FOLHA DE PAGAMENTO#99#563.60#99#false#99#0110000000000
809#99#684#99#CONTRIBUIÇÃO SINDICAL#99#91.39#99#false#99#0110000000000
811#99#686#99#I N S S#99#6237.87#99#false#99#0110000000000
811#99#686#99#CONTRIBUIÇÃO SINDICAL#99#1785.44#99#false#99#0110000000000
811#99#686#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#527.79#99#false#99#0110000000000
811#99#686#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#4183.68#99#false#99#0110000000000
811#99#686#99#BANCO SANTANDER BRASIL S/A#99#3467.09#99#false#99#0110000000000
811#99#686#99#CAIXA ECONOMICA FEDERAL EMPRESTIMO#99#3100.37#99#false#99#0110000000000
811#99#686#99#BRASIL OURO CLUBE LTDA ME#99#70.25#99#false#99#0110000000000
811#99#686#99#Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal#99#713.22#99#false#99#0110000000000
811#99#686#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#2634.40#99#false#99#0110000000000
814#99#689#99#Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal#99#29.47#99#false#99#0110000000000
814#99#689#99#BANCO SANTANDER BRASIL S/A#99#264.74#99#false#99#0110000000000
814#99#689#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#175.93#99#false#99#0110000000000
814#99#689#99#CONTRIBUIÇÃO SINDICAL#99#67.94#99#false#99#0110000000000
814#99#689#99#I N S S#99#1165.95#99#false#99#0110000000000
814#99#689#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#707.79#99#false#99#0110000000000
814#99#689#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#703.72#99#false#99#0110000000000
814#99#689#99#CAIXA ECONOMICA FEDERAL EMPRESTIMO#99#803.14#99#false#99#0110000000000
814#99#689#99#BRASIL OURO CLUBE LTDA ME#99#66.00#99#false#99#0110000000000
816#99#691#99#CAIXA ECONOMICA FEDERAL EMPRESTIMO#99#237.64#99#false#99#0110000000000
816#99#691#99#BRASIL OURO CLUBE LTDA ME#99#28.98#99#false#99#0110000000000
816#99#691#99#BANCO SANTANDER BRASIL S/A#99#283.00#99#false#99#0110000000000
816#99#691#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#135.60#99#false#99#0110000000000
816#99#691#99#CONTRIBUIÇÃO SINDICAL#99#113.68#99#false#99#0110000000000
816#99#691#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#645.35#99#false#99#0110000000000
816#99#691#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#175.93#99#false#99#0110000000000
816#99#691#99#I N S S#99#730.95#99#false#99#0110000000000
817#99#692#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#3749.85#99#false#99#0110000000000
817#99#692#99#Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal#99#369.19#99#false#99#0110000000000
817#99#692#99#CAIXA ECONOMICA FEDERAL EMPRESTIMO#99#67.00#99#false#99#0110000000000
817#99#692#99#BRASIL OURO CLUBE LTDA ME#99#48.19#99#false#99#0110000000000
817#99#692#99#PENSÃO ALIMENTICIA A RECEBER - FOLHA DE PAGAMENTO#99#681.93#99#false#99#0110000000000
817#99#692#99#BANCO DO BRASIL S.A. EMPRESTIMO#99#884.06#99#false#99#0110000000000
817#99#692#99#CAIXA ECONOMICA FEDERAL EMPRESTIMO#99#7739.20#99#false#99#0110000000000
817#99#692#99#BANCO SANTANDER BRASIL S/A#99#2939.03#99#false#99#0110000000000
817#99#692#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#5004.96#99#false#99#0110000000000
817#99#692#99#CONTRIBUIÇÃO SINDICAL#99#2466.29#99#false#99#0110000000000
817#99#692#99#I N S S#99#6734.40#99#false#99#0110000000000
817#99#692#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#801.55#99#false#99#0110000000000
820#99#695#99#I N S S#99#9582.54#99#false#99#0122000000025
820#99#695#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#7820.66#99#false#99#0122000000025
820#99#695#99#BRASIL OURO CLUBE LTDA ME#99#178.95#99#false#99#0122000000025
820#99#695#99#Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal#99#1080.12#99#false#99#0110000000000
820#99#695#99#PENSÃO ALIMENTICIA A RECEBER - FOLHA DE PAGAMENTO#99#703.04#99#false#99#0122000000025
820#99#695#99#CAIXA ECONOMICA FEDERAL EMPRESTIMO#99#240.00#99#false#99#0122000000025
820#99#695#99#BANCO DO BRASIL S.A. EMPRESTIMO#99#408.02#99#false#99#0122000000025
820#99#695#99#CONTRIBUIÇÃO SINDICAL#99#3538.87#99#false#99#0122000000025
820#99#695#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#28.60#99#false#99#0122000000025
820#99#695#99#BANCO SANTANDER BRASIL S/A#99#4934.99#99#false#99#0122000000025
820#99#695#99#CAIXA ECONOMICA FEDERAL EMPRESTIMO#99#8444.08#99#false#99#0122000000025
820#99#695#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#1153.41#99#false#99#0122000000025
820#99#695#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#4281.05#99#false#99#0122000000025
824#99#699#99#I N S S#99#831.01#99#false#99#0121000240000
824#99#699#99#CAIXA ECONOMICA FEDERAL EMPRESTIMO#99#1190.26#99#false#99#0121000240000
824#99#699#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#911.00#99#false#99#0121000240000
824#99#699#99#BRASIL OURO CLUBE LTDA ME#99#25.00#99#false#99#0121000240000
824#99#699#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#5.90#99#false#99#0121000240000
824#99#699#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#351.86#99#false#99#0121000240000
824#99#699#99#BANCO SANTANDER BRASIL S/A#99#827.48#99#false#99#0121000240000
824#99#699#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#1427.17#99#false#99#0121000240000
824#99#699#99#CONTRIBUIÇÃO SINDICAL#99#336.41#99#false#99#0121000240000
826#99#701#99#CONTRIBUIÇÃO SINDICAL#99#4270.45#99#false#99#0121000240000
826#99#701#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#43.00#99#false#99#0121000240000
826#99#701#99#CAIXA ECONOMICA FEDERAL EMPRESTIMO#99#8867.94#99#false#99#0121000240000
826#99#701#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#4955.25#99#false#99#0121000240000
826#99#701#99#I N S S#99#13653.11#99#false#99#0121000240000
826#99#701#99#BRASIL OURO CLUBE LTDA ME#99#307.35#99#false#99#0121000240000
826#99#701#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#703.72#99#false#99#0121000240000
826#99#701#99#CONTRIBUIÇÃO SINDICAL#99#15.74#99#false#99#0121000240000
826#99#701#99#Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal#99#513.68#99#false#99#0110000000000
826#99#701#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#9306.20#99#false#99#0121000240000
826#99#701#99#BANCO SANTANDER BRASIL S/A#99#8587.39#99#false#99#0121000240000
829#99#704#99#CONTRIBUIÇÃO SINDICAL#99#501.79#99#false#99#0110000000000
829#99#704#99#I N S S#99#2062.36#99#false#99#0110000000000
829#99#704#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#547.52#99#false#99#0110000000000
829#99#704#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#896.50#99#false#99#0110000000000
829#99#704#99#CAIXA ECONOMICA FEDERAL EMPRESTIMO#99#1348.87#99#false#99#0110000000000
829#99#704#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#2170.35#99#false#99#0110000000000
829#99#704#99#BANCO SANTANDER BRASIL S/A#99#553.60#99#false#99#0110000000000
829#99#704#99#Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal#99#8.42#99#false#99#0110000000000
830#99#705#99#I N S S#99#1139.69#99#false#99#0110000000000
830#99#705#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#169.10#99#false#99#0110000000000
830#99#705#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#1251.24#99#false#99#0110000000000
830#99#705#99#CONTRIBUIÇÃO SINDICAL#99#165.16#99#false#99#0110000000000
830#99#705#99#CAIXA ECONOMICA FEDERAL EMPRESTIMO#99#524.22#99#false#99#0110000000000
831#99#706#99#BANCO DO BRASIL S.A. EMPRESTIMO#99#1232.86#99#false#99#0226100000030
831#99#706#99#Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal#99#2120.19#99#false#99#0110000000000
831#99#706#99#SUELI GERONIMO DA COSTA E OUTRA 0002361-12.2002.8.26.0360#99#278.08#99#false#99#0226100000030
831#99#706#99#PENSÃO ALIMENTICIA A RECEBER - FOLHA DE PAGAMENTO#99#399.20#99#false#99#0226100000030
831#99#706#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#175.93#99#false#99#0226100000030
831#99#706#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#67.20#99#false#99#0226100000030
831#99#706#99#CONTRIBUIÇÃO SINDICAL#99#15.74#99#false#99#0226100000030
831#99#706#99#BANCO SANTANDER BRASIL S/A#99#12339.23#99#false#99#0226100000030
831#99#706#99#CAIXA ECONOMICA FEDERAL EMPRESTIMO#99#13273.11#99#false#99#0226100000030
831#99#706#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#4299.85#99#false#99#0226100000030
831#99#706#99#CONTRIBUIÇÃO SINDICAL#99#4519.12#99#false#99#0226100000030
831#99#706#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#9814.26#99#false#99#0226100000030
831#99#706#99#BRASIL OURO CLUBE LTDA ME#99#492.00#99#false#99#0226100000030
831#99#706#99#I N S S#99#23223.54#99#false#99#0226100000030
832#99#707#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#4477.17#99#false#99#0226100000030
832#99#707#99#BANCO SANTANDER BRASIL S/A#99#3849.45#99#false#99#0226100000030
832#99#707#99#BANCO DO BRASIL S.A. EMPRESTIMO#99#816.02#99#false#99#0226100000030
832#99#707#99#Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal#99#656.15#99#false#99#0110000000000
832#99#707#99#CAIXA ECONOMICA FEDERAL EMPRESTIMO#99#8764.69#99#false#99#0226100000030
832#99#707#99#I N S S#99#10939.70#99#false#99#0226100000030
832#99#707#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#1865.60#99#false#99#0226100000030
832#99#707#99#CONTRIBUIÇÃO SINDICAL#99#1369.16#99#false#99#0226100000030
832#99#707#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#723.45#99#false#99#0226100000030
832#99#707#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#109.30#99#false#99#0226100000030
832#99#707#99#BRASIL OURO CLUBE LTDA ME#99#222.25#99#false#99#0226100000030
833#99#708#99#I N S S#99#3538.18#99#false#99#0226100000030
833#99#708#99#CONTRIBUIÇÃO SINDICAL#99#581.70#99#false#99#0226100000030
833#99#708#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#22.60#99#false#99#0226100000030
833#99#708#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#1511.65#99#false#99#0226100000030
833#99#708#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#2952.17#99#false#99#0226100000030
833#99#708#99#BRASIL OURO CLUBE LTDA ME#99#51.33#99#false#99#0226100000030
833#99#708#99#BANCO SANTANDER BRASIL S/A#99#3652.84#99#false#99#0226100000030
833#99#708#99#I N S S#99#41.63#99#false#99#0226100000030
833#99#708#99#Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal#99#188.94#99#false#99#0110000000000
833#99#708#99#CAIXA ECONOMICA FEDERAL EMPRESTIMO#99#1080.74#99#false#99#0226100000030
834#99#709#99#I N S S#99#227.08#99#false#99#0226100000030
834#99#709#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#175.93#99#false#99#0226100000030
834#99#709#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#10.00#99#false#99#0226100000030
835#99#710#99#I N S S#99#1425.24#99#false#99#0226200000033
835#99#710#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#276.10#99#false#99#0226200000033
835#99#710#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#977.48#99#false#99#0226200000033
835#99#710#99#CAIXA ECONOMICA FEDERAL EMPRESTIMO#99#796.12#99#false#99#0226200000033
835#99#710#99#CONTRIBUIÇÃO SINDICAL#99#183.93#99#false#99#0226200000033
835#99#710#99#BRASIL OURO CLUBE LTDA ME#99#56.49#99#false#99#0226200000033
835#99#710#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#175.93#99#false#99#0226200000033
835#99#710#99#BANCO SANTANDER BRASIL S/A#99#771.39#99#false#99#0226200000033
836#99#711#99#Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal#99#6.10#99#false#99#0110000000000
836#99#711#99#BRASIL OURO CLUBE LTDA ME#99#27.04#99#false#99#0226200000033
836#99#711#99#CONTRIBUIÇÃO SINDICAL#99#493.73#99#false#99#0226200000033
836#99#711#99#CAIXA ECONOMICA FEDERAL EMPRESTIMO#99#2174.60#99#false#99#0226200000033
836#99#711#99#I N S S#99#2011.13#99#false#99#0226200000033
836#99#711#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#785.05#99#false#99#0226200000033
836#99#711#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#1681.20#99#false#99#0226200000033
836#99#711#99#BANCO SANTANDER BRASIL S/A#99#2544.42#99#false#99#0226200000033
836#99#711#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#17.70#99#false#99#0226200000033
837#99#712#99#CONTRIBUIÇÃO SINDICAL#99#78.22#99#false#99#0110000000000
837#99#712#99#Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal#99#449.91#99#false#99#0110000000000
837#99#712#99#BANCO SANTANDER BRASIL S/A#99#763.32#99#false#99#0110000000000
837#99#712#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#6.80#99#false#99#0110000000000
837#99#712#99#CAIXA ECONOMICA FEDERAL EMPRESTIMO#99#366.98#99#false#99#0110000000000
837#99#712#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#723.45#99#false#99#0110000000000
837#99#712#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#140.90#99#false#99#0110000000000
837#99#712#99#I N S S#99#1176.72#99#false#99#0110000000000
839#99#714#99#I N S S#99#901.45#99#false#99#0110000000000
839#99#714#99#Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal#99#14.46#99#false#99#0110000000000
839#99#714#99#BRASIL OURO CLUBE LTDA ME#99#20.62#99#false#99#0110000000000
839#99#714#99#CAIXA ECONOMICA FEDERAL EMPRESTIMO#99#651.93#99#false#99#0110000000000
839#99#714#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#448.00#99#false#99#0110000000000
839#99#714#99#CONTRIBUIÇÃO SINDICAL#99#42.03#99#false#99#0110000000000
839#99#714#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#547.52#99#false#99#0110000000000
842#99#717#99#BANCO DO BRASIL S.A. EMPRESTIMO#99#607.91#99#false#99#0530000000015
842#99#717#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#1012.95#99#false#99#0530000000015
842#99#717#99#CONTRIBUIÇÃO SINDICAL#99#751.50#99#false#99#0530000000015
842#99#717#99#I N S S#99#4382.00#99#false#99#0530000000015
842#99#717#99#BANCO SANTANDER BRASIL S/A#99#1368.03#99#false#99#0530000000015
842#99#717#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#449.69#99#false#99#0530000000015
842#99#717#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#2542.62#99#false#99#0530000000015
842#99#717#99#Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal#99#710.44#99#false#99#0110000000000
842#99#717#99#BRASIL OURO CLUBE LTDA ME#99#50.00#99#false#99#0530000000015
842#99#717#99#CAIXA ECONOMICA FEDERAL EMPRESTIMO#99#2469.27#99#false#99#0530000000015
842#99#717#99#PENSÃO ALIMENTICIA A RECEBER - FOLHA DE PAGAMENTO#99#1756.28#99#false#99#0530000000015
843#99#718#99#BRASIL OURO CLUBE LTDA ME#99#268.91#99#false#99#0131000000035
843#99#718#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#11516.01#99#false#99#0131000000035
843#99#718#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#1505.27#99#false#99#0131000000035
843#99#718#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#7074.65#99#false#99#0131000000035
843#99#718#99#CONTRIBUIÇÃO SINDICAL#99#4476.98#99#false#99#0131000000035
843#99#718#99#I N S S#99#23517.72#99#false#99#0131000000035
843#99#718#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#21.80#99#false#99#0131000000035
843#99#718#99#BANCO DO BRASIL S.A. EMPRESTIMO#99#1304.77#99#false#99#0131000000035
843#99#718#99#Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal#99#3886.53#99#false#99#0110000000000
843#99#718#99#CAIXA ECONOMICA FEDERAL EMPRESTIMO#99#10894.28#99#false#99#0131000000035
843#99#718#99#PENSÃO ALIMENTICIA A RECEBER - FOLHA DE PAGAMENTO#99#1813.16#99#false#99#0131000000035
843#99#718#99#BANCO SANTANDER BRASIL S/A#99#13901.08#99#false#99#0131000000035
846#99#721#99#Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal#99#191.53#99#false#99#0110000000000
846#99#721#99#BANCO SANTANDER BRASIL S/A#99#628.00#99#false#99#0530000000016
846#99#721#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#527.79#99#false#99#0530000000016
846#99#721#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#145.35#99#false#99#0530000000016
846#99#721#99#CONTRIBUIÇÃO SINDICAL#99#171.25#99#false#99#0530000000016
846#99#721#99#I N S S#99#1080.48#99#false#99#0530000000016
848#99#723#99#I N S S#99#1989.80#99#false#99#0530000000015
848#99#723#99#BANCO SANTANDER BRASIL S/A#99#1427.00#99#false#99#0530000000015
848#99#723#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#1231.51#99#false#99#0530000000015
848#99#723#99#Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal#99#301.78#99#false#99#0110000000000
848#99#723#99#CAIXA ECONOMICA FEDERAL EMPRESTIMO#99#867.14#99#false#99#0530000000015
848#99#723#99#CONTRIBUIÇÃO SINDICAL#99#438.85#99#false#99#0530000000015
848#99#723#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#463.75#99#false#99#0530000000015
850#99#725#99#BANCO SANTANDER BRASIL S/A#99#156.37#99#false#99#0530000000015
850#99#725#99#BRASIL OURO CLUBE LTDA ME#99#62.90#99#false#99#0530000000015
850#99#725#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#63.50#99#false#99#0530000000015
850#99#725#99#CONTRIBUIÇÃO SINDICAL#99#905.38#99#false#99#0530000000015
850#99#725#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#1407.44#99#false#99#0530000000015
850#99#725#99#BANCO DO BRASIL S.A. EMPRESTIMO#99#235.18#99#false#99#0530000000015
850#99#725#99#I N S S#99#1496.95#99#false#99#0530000000015
850#99#725#99#CAIXA ECONOMICA FEDERAL EMPRESTIMO#99#2928.37#99#false#99#0530000000015
851#99#726#99#CAIXA ECONOMICA FEDERAL EMPRESTIMO#99#524.24#99#false#99#0131000000035
851#99#726#99#I N S S#99#569.53#99#false#99#0131000000035
851#99#726#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#97.83#99#false#99#0131000000035
851#99#726#99#BRASIL OURO CLUBE LTDA ME#99#27.86#99#false#99#0131000000035
851#99#726#99#Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal#99#7.16#99#false#99#0110000000000
851#99#726#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#119.90#99#false#99#0131000000035
853#99#728#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#175.93#99#false#99#0530000000017
853#99#728#99#BANCO SANTANDER BRASIL S/A#99#450.79#99#false#99#0530000000017
853#99#728#99#CAIXA ECONOMICA FEDERAL EMPRESTIMO#99#1196.90#99#false#99#0530000000017
853#99#728#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#567.25#99#false#99#0530000000017
853#99#728#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#694.20#99#false#99#0530000000017
853#99#728#99#CONTRIBUIÇÃO SINDICAL#99#205.81#99#false#99#0530000000017
853#99#728#99#I N S S#99#993.76#99#false#99#0530000000017
854#99#729#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#175.93#99#false#99#0151000000040
854#99#729#99#BRASIL OURO CLUBE LTDA ME#99#27.35#99#false#99#0151000000040
854#99#729#99#I N S S#99#6462.64#99#false#99#0151000000040
854#99#729#99#CAIXA ECONOMICA FEDERAL EMPRESTIMO#99#4390.73#99#false#99#0151000000040
854#99#729#99#FUNDAÇÃO WALDEMAR BARNSLEY PESSOA#99#3461.05#99#false#99#0151000000040
854#99#729#99#Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal#99#1198.41#99#false#99#0110000000000
854#99#729#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#12.70#99#false#99#0151000000040
854#99#729#99#BANCO SANTANDER BRASIL S/A#99#3895.95#99#false#99#0151000000040
854#99#729#99#CONTRIBUIÇÃO SINDICAL#99#1249.59#99#false#99#0151000000040
854#99#729#99#ASSOC SERV PUBLICOS MUNICIPAIS#99#2242.45#99#false#99#0151000000040
858#99#734#99#I N S S#99#751.14#99#false#99#0110000000000
955#99#761#99#I N S S#99#43.03#99#false#99#0151000000040
1525#99#118#99#Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal#99#71.05#99#false#99#0110000000000
1527#99#119#99#Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal#99#71.05#99#false#99#0110000000000
1561#99#215#99#Imposto sobre Serviços de Qualquer Natureza - Principal#99#7.20#99#false#99#0110000000000
1610#99#84#99#Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal#99#36.25#99#false#99#0110000000000
1780#99#621#99#SALARIO FAMILIA A RECEBER - INSS#99#440.14#99#false#99#0110000000000
1783#99#627#99#SALARIO FAMILIA A RECEBER - INSS#99#32.80#99#false#99#0110000000000
1787#99#635#99#SALARIO FAMILIA A RECEBER - INSS#99#131.20#99#false#99#0122000000025
1788#99#637#99#SALARIO FAMILIA A RECEBER - INSS#99#32.80#99#false#99#0121000240000
1789#99#639#99#SALARIO FAMILIA A RECEBER - INSS#99#164.00#99#false#99#0121000240000
1790#99#641#99#SALARIO FAMILIA A RECEBER - INSS#99#32.80#99#false#99#0110000000000
1796#99#653#99#SALARIO FAMILIA A RECEBER - INSS#99#98.40#99#false#99#0226200000033
